#U   STOTexp(barn)  SEM(1/cm) PSCAT   STOTexp(barn)  SEM(1/cm) PSCAT  Muestra xh=1.0-Aluminio
    2.241206    44.607174     1.486803     0.999826     1.406346     0.084716     0.999997
    2.276382    44.605777     1.486757     0.999833     1.405889     0.084688     0.999997
    2.311558    44.604463     1.486713     0.999840     1.405432     0.084660     0.999997
    2.346734    44.603322     1.486675     0.999846     1.404975     0.084633     0.999998
    2.381909    44.602181     1.486637     0.999852     1.404517     0.084605     0.999998
    2.417085    44.601140     1.486602     0.999858     1.404060     0.084578     0.999998
    2.452261    44.600206     1.486571     0.999864     1.403603     0.084550     0.999998
    2.487437    44.599272     1.486540     0.999869     1.403145     0.084523     0.999998
    2.522613    44.598445     1.486512     0.999874     1.402688     0.084495     0.999998
    2.557789    44.597678     1.486487     0.999879     1.402231     0.084468     0.999998
    2.592965    44.596911     1.486461     0.999884     1.401774     0.084440     0.999998
    2.628141    44.596253     1.486439     0.999889     1.401316     0.084413     0.999998
    2.663317    44.595621     1.486418     0.999893     1.400859     0.084385     0.999998
    2.698492    44.594990     1.486397     0.999897     1.400402     0.084357     0.999998
    2.733668    44.594464     1.486379     0.999901     1.399944     0.084330     0.999998
    2.768844    44.593943     1.486362     0.999905     1.399487     0.084302     0.999998
    2.804020    44.593433     1.486345     0.999909     1.399030     0.084275     0.999999
    2.839196    44.593001     1.486331     0.999913     1.398572     0.084247     0.999999
    2.874372    44.592570     1.486316     0.999916     1.398115     0.084220     0.999999
    2.909548    44.592158     1.486303     0.999919     1.397658     0.084192     0.999999
    2.944724    44.591800     1.486291     0.999923     1.397201     0.084165     0.999999
    2.979900    44.591441     1.486279     0.999926     1.396743     0.084137     0.999999
    3.015075    44.591109     1.486268     0.999929     1.396286     0.084110     0.999999
    3.050251    44.590810     1.486258     0.999931     1.395829     0.084082     0.999999
    3.085427    44.590512     1.486248     0.999934     1.395371     0.084054     0.999999
    3.120603    44.590242     1.486239     0.999937     1.394914     0.084027     0.999999
    3.155779    44.589992     1.486230     0.999939     1.394457     0.083999     0.999999
    3.190955    44.589743     1.486222     0.999942     1.394000     0.083972     0.999999
    3.226131    44.589523     1.486215     0.999944     1.393542     0.083944     0.999999
    3.261306    44.589314     1.486208     0.999946     1.393085     0.083917     0.999999
    3.296482    44.589105     1.486201     0.999948     1.392628     0.083889     0.999999
    3.331658    44.588925     1.486195     0.999950     1.392170     0.083862     0.999999
    3.366834    44.588749     1.486189     0.999952     1.391713     0.083834     0.999999
    3.402010    44.588575     1.486183     0.999954     1.391256     0.083807     0.999999
    3.437186    44.588426     1.486178     0.999956     1.390799     0.083779     0.999999
    3.472362    44.588277     1.486173     0.999958     1.390341     0.083751     0.999999
    3.507538    44.588133     1.486168     0.999959     1.389884     0.083724     0.999999
    3.542714    44.588007     1.486164     0.999961     1.389427     0.083696     0.999999
    3.577889    44.587881     1.486160     0.999963     1.388969     0.083669     0.999999
    3.613065    44.587763     1.486156     0.999964     1.388512     0.083641     0.999999
    3.648241    44.587656     1.486153     0.999966     1.388055     0.083614     0.999999
    3.683417    44.587549     1.486149     0.999967     1.387598     0.083586     0.999999
    3.718593    44.587450     1.486146     0.999968     1.387140     0.083559     0.999999
    3.753769    44.587359     1.486143     0.999969     1.386683     0.083531     1.000000
    3.788945    44.587268     1.486140     0.999971     1.386226     0.083504     1.000000
    3.824121    44.587185     1.486137     0.999972     1.385768     0.083476     1.000000
    3.859297    44.587107     1.486134     0.999973     1.385311     0.083448     1.000000
    3.894472    44.587029     1.486132     0.999974     1.384854     0.083421     1.000000
    3.929648    44.586961     1.486129     0.999975     1.384397     0.083393     1.000000
    3.964824    44.586894     1.486127     0.999976     1.383939     0.083366     1.000000
    4.000000    44.586827     1.486125     0.999977     1.383482     0.083338     1.000000
